the_geom,Address,Suffix,Street,OnStr,OnStrProper,FromStr,toStr,Side,Site,SPP,DBH,WIRES,PITTYPE,WARD,longitude,latitude
POINT (-71.40045151965732 41.831582306451445),246,,HOPE ST,LLOYD AVE,Lloyd Ave,HOPE ST,THAYER ST,Side,4,Tilia americana,5,No,Sidewalk Pit,2,-71.40045152,41.83158231
POINT (-71.39596443462784 41.82970673958298),26,,DIMAN PL,DIMAN PL,Diman Pl,STIMSON AVE,ANGELL ST,Front,1,Platanus x acerifolia,15.4,No,Lawn Strip,2,-71.39596443,41.82970674
POINT (-71.40157316473332 41.8284319980069),71,,OLIVE ST,OLIVE ST,Olive St,BROWN ST,THAYER ST,Front,1,Platanus x acerifolia,5,No,Sidewalk Pit,2,-71.40157316,41.828432
POINT (-71.40032569252563 41.82489595952671),137,,GEORGE ST,THAYER ST,Thayer St,GEORGE ST,CHARLESFIELD ST,Side,4,Platanus x acerifolia,26.8,Yes,Sidewalk Pit,2,-71.40032569,41.82489596
POINT (-71.40327345419229 41.82889380580159),87,Y,BROWN ST,BROWN ST,Brown St,OLIVE ST,MEETING ST,Front,7,Celtis occidentalis,6.1,No,Sidewalk Pit,2,-71.40327345,41.82889381
POINT (-71.40639630348353 41.825513804687354),259,,BENEFIT ST,BENEFIT ST,Benefit St,GEORGE ST,COLLEGE ST,Front,1,Platanus x acerifolia,16.5,No,Sidewalk Pit,2,-71.4063963,41.8255138
POINT (-71.40739810854956 41.82694387727579),226,,BENEFIT ST,BENEFIT ST,Benefit St,WATERMAN ST,COLLEGE ST,Front,1,Platanus x acerifolia,10.7,No,Sidewalk Pit,2,-71.40739811,41.82694388
POINT (-71.4046389296382 41.82823013554998),59,,PROSPECT ST,OLIVE ST,Olive St,BROWN ST,PROSPECT ST,Side,2,Tilia americana,6.7,No,Sidewalk Pit,2,-71.40463893,41.82823014
POINT (-71.40024050386755 41.830043057787265),450,,BROOK ST,CUSHING ST,Cushing St,THAYER ST,BROOK ST,Side,1,Zelkova serrata,2.1,Yes,Lawn Strip,2,-71.4002405,41.83004306
POINT (-71.40012318574192 41.823287948627794),42,,CHARLESFIELD ST,THAYER ST,Thayer St,CHARLESFIELD ST,POWER ST,Side,3,Platanus x acerifolia,22.5,Yes,Sidewalk Pit,2,-71.40012319,41.82328795
POINT (-71.39583259320692 41.823290027141546),165,,POWER ST,POWER ST,Power St,HOPE ST,GOVERNOR ST,Front,1,Crataegus crus-gali var. inermis,4.5,Yes,Sidewalk Pit,1,-71.39583259,41.82329003
POINT (-71.40415279386234 41.82701401587271),68,,WATERMAN ST,WATERMAN ST,Waterman St,BROWN ST,PROSPECT ST,Front,1,Fraxinus pennsylvanica,23,No,Sidewalk Pit,2,-71.40415279,41.82701402
POINT (-71.40324797320696 41.82800141547188),80,,BROWN ST,BROWN ST,Brown St,OLIVE ST,ANGELL ST,Front,2,Ulmus parvifolia,8,Yes,Lawn Strip,2,-71.40324797,41.82800142
POINT (-71.40027363446703 41.82872879462306),257,,THAYER ST,EUCLID AVE,Euclid Ave,BROOK ST,THAYER ST,Side,5,Zelkova serrata,2.8,No,Sidewalk Pit,2,-71.40027363,41.82872879
POINT (-71.40003365719843 41.83199359134702),249,,HOPE ST,HOPE ST,Hope St,LLOYD AVE,ALUMNI AVE,Front,2,Acer rubrum,2.1,Yes,Lawn Strip,2,-71.40003366,41.83199359
POINT (-71.40332709835069 41.82843012418062),84,,BROWN ST,BROWN ST,Brown St,MEETING ST,OLIVE ST,Front,2,Malus spp,2.8,Yes,Sidewalk Pit,2,-71.4033271,41.82843012
POINT (-71.40013068899613 41.82443202143457),111,,THAYER ST,THAYER ST,Thayer St,BENEVOLENT ST,CHARLESFIELD ST,Front,5,Ulmus spp.,8,No,Sidewalk Pit,1,-71.40013069,41.82443202
POINT (-71.39290469475723 41.832393291024154),17,,IRVING AVE,IRVING AVE,Irving Ave,ARLINGTON AVE,TABER AVE,Front,1,Zelkova serrata,7,Yes,Lawn Strip,2,-71.39290469,41.83239329
POINT (-71.40386243012658 41.829007602314604),150,,MEETING ST,MEETING ST,Meeting St,BROWN ST,PROSPECT ST,Front,1,Acer rubrum,10.8,No,Lawn Strip,2,-71.40386243,41.8290076
POINT (-71.39239155207049 41.82995858144935),6,Y,ARLINGTON AVE,ARLINGTON AVE,Arlington Ave,VILLA AVE,ANGELL ST,Front,1,Acer rubrum,7.3,No,Lawn - No Sidewalk,2,-71.39239155,41.82995858
POINT (-71.40680897219053 41.827139225078874),30,,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,BENEFIT ST,Front,5,Pyrus calleryana,11,No,Sidewalk Pit,2,-71.40680897,41.82713923
POINT (-71.39678653169051 41.829641785202604),19,,STIMSON AVE,STIMSON AVE,Stimson Ave,HOPE ST,DIMAN PL,Front,4,Platanus x acerifolia,7.7,No,Sidewalk Pit,2,-71.39678653,41.82964179
POINT (-71.3933170545786 41.83298733422654),9,,UNIVERSITY AVE,UNIVERSITY AVE,University Ave,ARLINGTON AVE,TABER AVE,Front,1,Acer platanoides,11,Yes,Lawn Strip,2,-71.39331705,41.83298733
POINT (-71.39966861704343 41.83137272566831),240,,HOPE ST,HOPE ST,Hope St,LLOYD AVE,BOWEN ST,Front,2,Pyrus calleryana,0.8,No,Lawn Strip,2,-71.39966862,41.83137273
POINT (-71.39393915325586 41.8290785587763),338,Y,ANGELL ST,ANGELL ST,Angell St,ARLINGTON AVE,STIMSON AVE,Front,1,Tilia spp.,2,No,Sidewalk Pit,2,-71.39393915,41.82907856
POINT (-71.39734410291719 41.82816187054856),199,,HOPE ST,HOPE ST,Hope St,FONES ALY,ANGELL ST,Front,2,Acer rubrum,9,No,Sidewalk Pit,1,-71.3973441,41.82816187
POINT (-71.39831816408226 41.82565043539154),171,TRUE,GEORGE ST,GEORGE ST,George St,HOPE ST,GEORGE ST,Front,3,Acer saccharinum,4,No,Lawn Strip,1,-71.39831816,41.82565044
POINT (-71.40067238199828 41.8323248458194),112,,KEENE ST,KEENE ST,Keene St,HOPE ST,THAYER ST,Front,2,Quercus alba,4.1,Yes,Sidewalk Pit,2,-71.40067238,41.83232485
POINT (-71.40194172345446 41.82537165917398),127,Y,GEORGE ST,GEORGE ST,George St,BROWN ST,THAYER ST,Front,2,Platanus x acerifolia,22.3,No,Sidewalk Pit,2,-71.40194172,41.82537166
POINT (-71.40486924319401 41.82873134230831),65,,PROSPECT ST,PROSPECT ST,Prospect St,OLIVE ST,MEETING ST,Front,1,Zelkova serrata,11.8,No,Sidewalk Pit,2,-71.40486924,41.82873134
POINT (-71.39687974429538 41.82665451271933),47,,MANNING ST,MANNING ST,Manning St,COOKE ST,HOPE ST,Front,2,Cladrastis kentukea,5,No,Sidewalk Pit,1,-71.39687974,41.82665451
POINT (-71.39974237779141 41.83078814910279),265,,BOWEN ST,BROOK ST,Brook St,CUSHING ST,BOWEN ST,Side,2,Platanus x acerifolia,8,No,Sidewalk Pit,2,-71.39974238,41.83078815
POINT (-71.39910534720762 41.82649768466249),355,,BROOK ST,BROOK ST,Brook St,WATERMAN ST,MANNING ST,Front,2,Ulmus americana,6,No,Sidewalk Pit,1,-71.39910535,41.82649768
POINT (-71.40694883854044 41.82633927326507),42,,COLLEGE ST,BENEFIT ST,Benefit St,COLLEGE ST,WATERMAN ST,Side,4,Platanus x acerifolia,14.4,No,Sidewalk Pit,2,-71.40694884,41.82633927
POINT (-71.40352368419487 41.82780620201462),107,,ANGELL ST,ANGELL ST,Angell St,PROSPECT ST,BROWN ST,Front,2,Gleditsia triacanthos,6,No,Sidewalk Pit,2,-71.40352368,41.8278062
POINT (-71.39280805572955 41.832551142446434),22,,IRVING AVE,IRVING AVE,Irving Ave,TABER AVE,ARLINGTON AVE,Front,2,Ulmus spp.,3,No,Lawn Strip,2,-71.39280806,41.83255114
POINT (-71.39747079113295 41.828131005186044),198,,HOPE ST,HOPE ST,Hope St,FONES ALY,ANGELL ST,Front,1,Gleditsia triacanthos,14,No,Sidewalk Pit,1,-71.39747079,41.82813101
POINT (-71.40435168480849 41.82690368263659),65,Y,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,BROWN ST,Front,2,Gleditsia triacanthos,2,No,Sidewalk Pit,2,-71.40435168,41.82690368
POINT (-71.40295852568704 41.82839202529386),34,,OLIVE ST,OLIVE ST,Olive St,THAYER ST,BROWN ST,Front,2,Platanus x acerifolia,6.5,No,Sidewalk Pit,2,-71.40295853,41.82839203
POINT (-71.39287971411083 41.83090390630244),20,Y,ARLINGTON AVE,ARLINGTON AVE,Arlington Ave,HUMBOLDT AVE,VILLA AVE,Front,1,Acer rubrum,8.1,No,Lawn - No Sidewalk,2,-71.39287971,41.83090391
POINT (-71.40001106116749 41.82341997076053),56,,CHARLESFIELD ST,THAYER ST,Thayer St,CHARLESFIELD ST,POWER ST,Side,7,Tilia cordata,6,No,Sidewalk Pit,1,-71.40001106,41.82341997
POINT (-71.40358948559535 41.82696904924498),75,,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,THAYER ST,Front,1,Zelkova serrata,6,No,Sidewalk Pit,2,-71.40358949,41.82696905
POINT (-71.40653443724803 41.82570468274754),251,,BENEFIT ST,BENEFIT ST,Benefit St,GEORGE ST,COLLEGE ST,Front,1,Platanus x acerifolia,18.4,No,Sidewalk Pit,2,-71.40653444,41.82570468
POINT (-71.40108811090123 41.82388072703956),41,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,BROWN ST,Front,7,Platanus x acerifolia,31.2,Yes,Sidewalk Pit,2,-71.40108811,41.82388073
POINT (-71.40342490642632 41.82527597359535),71,,GEORGE ST,GEORGE ST,George St,MAGEE ST,BROWN ST,Front,1,Ulmus spp.,4.1,No,Sidewalk Pit,2,-71.40342491,41.82527597
POINT (-71.407192946125 41.8275218927685),30,,WATERMAN ST,ANGELL ST,Angell St,BENEFIT ST,PROSPECT ST,Rear,2,Gleditsia triacanthos,18,No,Sidewalk Pit,2,-71.40719295,41.82752189
POINT (-71.40062257349388 41.82835488321118),245,,THAYER ST,THAYER ST,Thayer St,ANGELL ST,EUCLID AVE,Front,2,Tilia americana,12.6,No,Sidewalk Pit,2,-71.40062257,41.82835488
POINT (-71.39615000432275 41.8257701342638),231,,GEORGE ST,GEORGE ST,George St,HOPE ST,COOKE ST,Front,1,Gleditsia triacanthos,14,No,Sidewalk Pit,1,-71.39615,41.82577013
POINT (-71.40422420471441 41.82532544223183),52,Y,GEORGE ST,GEORGE ST,George St,BROWN ST,PROSPECT ST,Front,4,Tilia spp.,4.9,No,Sidewalk Pit,2,-71.4042242,41.82532544
POINT (-71.40474677150367 41.82667845123058),36,,PROSPECT ST,PROSPECT ST,Prospect St,WATERMAN ST,COLLEGE ST,Front,2,Ulmus spp.,3,No,Sidewalk Pit,2,-71.40474677,41.82667845
POINT (-71.40407400100756 41.82310481243742),52,,POWER ST,BENEFIT ST,Benefit St,POWER ST,CHARLESFIELD ST,Side,2,Platanus x acerifolia,24.7,No,Lawn Strip,2,-71.404074,41.82310481
POINT (-71.39822389766375 41.82565282484631),171,yes,GEORGE ST,GEORGE ST,George St,HOPE ST,GEORGE ST,Front,1,Acer saccharinum,3,No,Sidewalk Pit,1,-71.3982239,41.82565282
POINT (-71.40074144888246 41.828315202515824),164,,ANGELL ST,THAYER ST,Thayer St,OLIVE ST,ANGELL ST,Side,3,Platanus x acerifolia,5.1,No,Sidewalk Pit,2,-71.40074145,41.8283152
POINT (-71.39604608146321 41.82665952944478),59,,MANNING ST,MANNING ST,Manning St,COOKE ST,HOPE ST,Front,4,Tilia cordata,6,No,Sidewalk Pit,1,-71.39604608,41.82665953
POINT (-71.4007720436344 41.83089680469339),244,,BOWEN ST,BOWEN ST,Bowen St,BROOK ST,THAYER ST,Front,1,Acer rubrum,10.6,No,Lawn Strip,2,-71.40077204,41.8308968
POINT (-71.40460649466561 41.82661587167266),21,Y,PROSPECT ST,PROSPECT ST,Prospect St,COLLEGE ST,WATERMAN ST,Front,4,Zelkova serrata,11,No,Sidewalk Pit,2,-71.40460649,41.82661587
POINT (-71.39574240775248 41.82865380094946),295,,ANGELL ST,ANGELL ST,Angell St,COOKE ST,ANGELL ST,Front,1,Ulmus parvifolia,9,No,Sidewalk Pit,1,-71.39574241,41.8286538
POINT (-71.39717557542674 41.82740765441235),189,,HOPE ST,HOPE ST,Hope St,MANNING ST,HOPE ST,Front,3,Tilia cordata,13,No,Sidewalk Pit,1,-71.39717558,41.82740765
POINT (-71.40055168259366 41.8323278435899),112,,KEENE ST,KEENE ST,Keene St,HOPE ST,THAYER ST,Front,1,Quercus rubra,4.1,Yes,Sidewalk Pit,2,-71.40055168,41.83232784
POINT (-71.40366371560182 41.830185900998714),120,,BROWN ST,BROWN ST,Brown St,BOWEN ST,CUSHING ST,Front,2,Pyrus calleryana,8.8,Yes,Sidewalk Pit,2,-71.40366372,41.8301859
POINT (-71.39997432629211 41.824762940058065),111,,THAYER ST,BENEVOLENT ST,Benevolent St,BROOK ST,THAYER ST,Side,5,Tilia tomentosa,7,No,Sidewalk Pit,1,-71.39997433,41.82476294
POINT (-71.39942019014717 41.827586443279834),116,yes.,WATERMAN ST,BROOK ST,Brook St,WATERMAN ST,BROOK ST,Rear,1,Fraxinus americana,34,Yes,Sidewalk Pit,1,-71.39942019,41.82758644
POINT (-71.40551790659754 41.8276378151439),55,,ANGELL ST,ANGELL ST,Angell St,BENEFIT ST,PROSPECT ST,Front,4,Tilia cordata,25,No,Sidewalk Pit,2,-71.40551791,41.82763782
POINT (-71.40022779189398 41.824092458817),39,,CHARLESFIELD ST,THAYER ST,Thayer St,GEORGE ST,CHARLESFIELD ST,Side,1,Platanus x acerifolia,31.3,Yes,Sidewalk Pit,2,-71.40022779,41.82409246
POINT (-71.39720294464226 41.82588081430432),169,,HOPE ST,HOPE ST,Hope St,GEORGE ST,MANNING ST,Front,1,Tilia cordata,25,No,Lawn Strip,1,-71.39720294,41.82588081
POINT (-71.39578131189356 41.82432435346497),7,,YOUNG ORCHARD AVE,YOUNG ORCHARD AVE,Young Orchard Ave,COOKE ST,HOPE ST,Front,1,Pyrus calleryana,17,No,Sidewalk Pit,1,-71.39578131,41.82432435
POINT (-71.40484644441874 41.82848451155966),61,,PROSPECT ST,PROSPECT ST,Prospect St,OLIVE ST,MEETING ST,Front,1,Gleditsia triacanthos,9.1,No,Sidewalk Pit,2,-71.40484644,41.82848451
POINT (-71.39959030027943 41.82816735351624),201,,ANGELL ST,ANGELL ST,Angell St,THAYER ST,BROOK ST,Front,1,Gleditsia triacanthos,13,No,Lawn Strip,1,-71.3995903,41.82816735
POINT (-71.40117194342861 41.822837698867545),81,,POWER ST,POWER ST,Power St,BENEFIT ST,BROOK ST,Front,3,Pyrus calleryana,2.5,Yes,Lawn Strip,1,-71.40117194,41.8228377
POINT (-71.40544009597042 41.824571398371745),2,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BROWN ST,MAGEE ST,Front,4,Tilia cordata,11.5,No,Sidewalk Pit,2,-71.4054401,41.8245714
POINT (-71.39617055154358 41.82325404881164),153,,POWER ST,POWER ST,Power St,HOPE ST,GOVERNOR ST,Front,1,Gleditsia triacanthos,11.5,Yes,Sidewalk Pit,1,-71.39617055,41.82325405
POINT (-71.39958105558381 41.827326435464705),115,,WATERMAN ST,WATERMAN ST,Waterman St,THAYER ST,BROOK ST,Front,2,Ginkgo biloba,1,No,Sidewalk Pit,1,-71.39958106,41.82732644
POINT (-71.39855818251331 41.829864807036465),220,Y,HOPE ST,HOPE ST,Hope St,CUSHING ST,MEETING ST,Front,3,Tilia cordata,11.1,No,Sidewalk Pit,2,-71.39855818,41.82986481
POINT (-71.4007540017373 41.82925576270477),271,,THAYER ST,THAYER ST,Thayer St,MEETING ST,CUSHING ST,Front,1,Prunus spp.,3.5,No,Sidewalk Pit,2,-71.400754,41.82925576
POINT (-71.40135834346137 41.82375880151939),38,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,BROWN ST,Front,2,Prunus spp.,2.2,Yes,Lawn Strip,2,-71.40135834,41.8237588
POINT (-71.39994994657204 41.83094077295692),260,,BOWEN ST,BOWEN ST,Bowen St,BROOK ST,THAYER ST,Front,1,Fraxinus pennsylvanica,18,No,Lawn Strip,2,-71.39994995,41.83094077
POINT (-71.39841111798128 41.82826681685124),227,,ANGELL ST,ANGELL ST,Angell St,HOPE ST,BROOK ST,Front,1,Malus spp,9,No,Sidewalk Pit,1,-71.39841112,41.82826682
POINT (-71.40595268098599 41.827697421446494),48,,ANGELL ST,ANGELL ST,Angell St,PROSPECT ST,CONGDON ST,Front,1,Prunus spp.,1.7,No,Sidewalk Pit,2,-71.40595268,41.82769742
POINT (-71.40316826493485 41.82458538965877),11,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BENEFIT ST,BROWN ST,Front,5,Gleditsia triacanthos,23,No,Sidewalk Pit,2,-71.40316826,41.82458539
POINT (-71.40080983171804 41.82381476736129),42,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,BROWN ST,THAYER ST,Front,2,Gleditsia triacanthos,15.8,Yes,Lawn Strip,2,-71.40080983,41.82381477
POINT (-71.39975326793686 41.829885638324704),450,,BROOK ST,BROOK ST,Brook St,BOWEN ST,CUSHING ST,Front,3,Quercus bicolor,7.2,Yes,Lawn Strip,2,-71.39975327,41.82988564
POINT (-71.3996589268945 41.83084484216329),265,,BOWEN ST,BOWEN ST,Bowen St,BROOK ST,HOPE ST,Front,1,Platanus x acerifolia,8.6,Yes,Sidewalk Pit,2,-71.39965893,41.83084484
POINT (-71.39958698896012 41.82972959865983),449,,BROOK ST,BROOK ST,Brook St,MEETING ST,CUSHING ST,Front,4,Quercus bicolor,7,No,Sidewalk Pit,2,-71.39958699,41.8297296
POINT (-71.40503554015358 41.82922999748144),73,,PROSPECT ST,PROSPECT ST,Prospect St,MEETING ST,CUSHING ST,Front,1,Gleditsia triacanthos,15.3,No,Sidewalk Pit,2,-71.40503554,41.82923
POINT (-71.39273704675637 41.83242426409365),21,,IRVING AVE,IRVING AVE,Irving Ave,ARLINGTON AVE,TABER AVE,Front,1,Zelkova serrata,12,Yes,Lawn Strip,2,-71.39273705,41.83242426
POINT (-71.3924279398195 41.830904676222936),37,,ARLINGTON AVE,HUMBOLDT AVE,Humboldt Ave,ARLINGTON AVE,TABER AVE,Side,3,Acer rubrum,13,Yes,Lawn Strip,2,-71.39242794,41.83090468
POINT (-71.39734091879198 41.82407188886773),134,,HOPE ST,CHARLESFIELD ST,Charlesfield St,HOPE ST,BROOK ST,Side,2,Ulmus americana,3,No,Sidewalk Pit,1,-71.39734092,41.82407189
POINT (-71.39960041133432 41.82487625445263),66,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BROOK ST,THAYER ST,Front,1,Ulmus americana,4,No,Sidewalk Pit,1,-71.39960041,41.82487625
POINT (-71.40040640381005 41.828715803556726),257,,THAYER ST,EUCLID AVE,Euclid Ave,BROOK ST,THAYER ST,Side,6,Zelkova serrata,3.2,No,Sidewalk Pit,2,-71.4004064,41.8287158
POINT (-71.40007466929292 41.831591299865266),246,,HOPE ST,LLOYD AVE,Lloyd Ave,HOPE ST,THAYER ST,Side,1,Tilia americana,7.4,No,Sidewalk Pit,2,-71.40007467,41.8315913
POINT (-71.40457967257295 41.82637203081447),21,Y,PROSPECT ST,PROSPECT ST,Prospect St,COLLEGE ST,WATERMAN ST,Front,2,Acer platanoides,27,No,Sidewalk Pit,2,-71.40457967,41.82637203
POINT (-71.39980535706391 41.8247815988891),111,,THAYER ST,BENEVOLENT ST,Benevolent St,BROOK ST,THAYER ST,Side,4,Tilia tomentosa,8,No,Sidewalk Pit,1,-71.39980536,41.8247816
POINT (-71.40316907909545 41.82904557602775),91,,BROWN ST,MEETING ST,Meeting St,THAYER ST,BROWN ST,Side,2,Platanus x acerifolia,5.3,Yes,Sidewalk Pit,2,-71.40316908,41.82904558
POINT (-71.3982897119938 41.823148565900745),126,,POWER ST,POWER ST,Power St,BROOK ST,HOPE ST,Front,1,Tilia cordata,30,No,Sidewalk Pit,1,-71.39828971,41.82314857
POINT (-71.3992593966545 41.82390999291696),60,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,BROOK ST,Front,1,Tilia cordata,9,Yes,Sidewalk Pit,1,-71.3992594,41.82390999
POINT (-71.40523859745667 41.82950948039249),76,,PROSPECT ST,PROSPECT ST,Prospect St,BOWEN ST,ANGELL ST,Front,1,Quercus palustris,30,Yes,Sidewalk Pit,2,-71.4052386,41.82950948
POINT (-71.39985789206935 41.82928441017986),450,,BROOK ST,MEETING ST,Meeting St,BROOK ST,THAYER ST,Side,2,Ulmus americana,7.2,Yes,Lawn Strip,2,-71.39985789,41.82928441
POINT (-71.39974924462128 41.829818685535145),450,,BROOK ST,BROOK ST,Brook St,BOWEN ST,CUSHING ST,Front,4,Quercus bicolor,7.3,Yes,Lawn Strip,2,-71.39974924,41.82981869
POINT (-71.39636501288747 41.824246705013266),4,,YOUNG ORCHARD AVE,YOUNG ORCHARD AVE,Young Orchard Ave,COOKE ST,HOPE ST,Front,3,Acer rubrum,2,Yes,Sidewalk Pit,1,-71.39636501,41.82424671
POINT (-71.3933330683298 41.83245670140332),6,,IRVING AVE,IRVING AVE,Irving Ave,TABER AVE,ARLINGTON AVE,Front,1,Nyssa sylvatica,4,No,Lawn Strip,2,-71.39333307,41.8324567
POINT (-71.40512359530574 41.82412167678648),1,,BENEVOLENT ST,BENEFIT ST,Benefit St,CHARLESFIELD ST,BENEVOLENT ST,Side,1,Platanus x acerifolia,16.3,No,Lawn Strip,2,-71.4051236,41.82412168
POINT (-71.40273835002169 41.82390679907446),15,,CHARLESFIELD ST,BROWN ST,Brown St,BENEVOLENT ST,CHARLESFIELD ST,Side,8,Ulmus americana,17,No,Sidewalk Pit,2,-71.40273835,41.8239068
POINT (-71.40601902715171 41.8267654802953),45,Y,WATERMAN ST,WATERMAN ST,Waterman St,BENEFIT ST,PROSPECT ST,Front,1,Zelkova serrata,2,No,Sidewalk Pit,2,-71.40601903,41.82676548
POINT (-71.3982975133153 41.824994812155104),88,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,HOPE ST,BROOK ST,Front,1,Ulmus parvifolia,2,No,Sidewalk Pit,1,-71.39829751,41.82499481
POINT (-71.39572174620403 41.82585577432785),37,,COOKE ST,GEORGE ST,George St,COOKE ST,HOPE ST,Side,2,Styphnolobium japonicum,12,No,Lawn Strip,1,-71.39572175,41.82585577
POINT (-71.4056795969707 41.82679316510031),62,,COLLEGE ST,WATERMAN ST,Waterman St,BENEFIT ST,PROSPECT ST,Rear,1,Acer platanoides,17,No,Sidewalk Pit,2,-71.4056796,41.82679317
POINT (-71.4031154349174 41.828965131688044),171,,MEETING ST,MEETING ST,Meeting St,BROWN ST,THAYER ST,Front,2,Platanus x acerifolia,5.2,No,Sidewalk Pit,2,-71.40311543,41.82896513
POINT (-71.39344429057117 41.8321718783677),77,,ARLINGTON AVE,ARLINGTON AVE,Arlington Ave,HUMBOLDT AVE,IRVING AVE,Front,1,Acer saccharum,11,Yes,Lawn Strip,2,-71.39344429,41.83217188
POINT (-71.4012872784174 41.828092353913476),154,,ANGELL ST,ANGELL ST,Angell St,THAYER ST,BROWN ST,Front,2,Platanus x acerifolia,6.5,No,Sidewalk Pit,2,-71.40128728,41.82809235
POINT (-71.40399755804938 41.82473081669288),1,,MAGEE ST,MAGEE ST,Magee St,BENEVOLENT ST,GEORGE ST,Front,1,Gleditsia triacanthos,15.3,No,Sidewalk Pit,2,-71.40399756,41.82473082
POINT (-71.40264138078928 41.82490503359371),125,Y,GEORGE ST,BROWN ST,Brown St,CHARLESFIELD ST,GEORGE ST,Side,3,Platanus x acerifolia,21.6,No,Sidewalk Pit,2,-71.40264138,41.82490503
POINT (-71.40044032231755 41.8258094060973),180,,THAYER ST,THAYER ST,Thayer St,WATERMAN ST,GEORGE ST,Front,2,Platanus x acerifolia,4,No,Sidewalk Pit,2,-71.40044032,41.82580941
POINT (-71.39890610484346 41.830136991242895),171,Y,CUSHING ST,CUSHING ST,Cushing St,BROOK ST,HOPE ST,Front,5,Acer rubrum,4.3,Yes,Sidewalk Pit,2,-71.3989061,41.83013699
POINT (-71.3957585494325 41.82426390272226),10,,YOUNG ORCHARD AVE,YOUNG ORCHARD AVE,Young Orchard Ave,COOKE ST,HOPE ST,Side,3,Pyrus calleryana,18,Yes,Sidewalk Pit,1,-71.39575855,41.8242639
POINT (-71.40162656436144 41.82382176308791),37,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,BROWN ST,Front,1,Platanus x acerifolia,32.6,No,Sidewalk Pit,2,-71.40162656,41.82382176
POINT (-71.39574005699521 41.823306017502226),165,,POWER ST,POWER ST,Power St,HOPE ST,GOVERNOR ST,Front,2,Crataegus crus-gali var. inermis,3.2,Yes,Sidewalk Pit,1,-71.39574006,41.82330602
POINT (-71.40288476494273 41.82831207979349),79,,BROWN ST,OLIVE ST,Olive St,BROWN ST,THAYER ST,Side,3,Platanus x acerifolia,5.8,No,Sidewalk Pit,2,-71.40288476,41.82831208
POINT (-71.40799729792394 41.82802555132812),184,,BENEFIT ST,BENEFIT ST,Benefit St,COURT ST,MEETING ST,Front,2,Platanus x acerifolia,13.7,No,Sidewalk Pit,12,-71.4079973,41.82802555
POINT (-71.39361414897773 41.83245424943784),88,,ARLINGTON AVE,ARLINGTON AVE,Arlington Ave,IRVING AVE,UNIVERSITY AVE,Front,1,Acer ginnala,3,Yes,Lawn Strip,2,-71.39361415,41.83245425
POINT (-71.39673352111181 41.82424220101668),2,Y,YOUNG ORCHARD AVE,YOUNG ORCHARD AVE,Young Orchard Ave,COOKE ST,HOPE ST,Front,3,Acer rubrum,5,No,Sidewalk Pit,1,-71.39673352,41.8242422
POINT (-71.40179374666079 41.8271249461526),85,,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,THAYER ST,Front,3,Platanus x acerifolia,4,No,Sidewalk Pit,2,-71.40179375,41.82712495
POINT (-71.3979907968067 41.82748261575893),133,,WATERMAN ST,WATERMAN ST,Waterman St,HOPE ST,BROOK ST,Front,2,Ulmus americana,5,No,Sidewalk Pit,1,-71.3979908,41.82748262
POINT (-71.40413435071243 41.82482825570771),12,,BENEVOLENT ST,MAGEE ST,Magee St,GEORGE ST,BENEVOLENT ST,Side,1,Gleditsia triacanthos,5,No,Sidewalk Pit,2,-71.40413435,41.82482826
POINT (-71.39564448807133 41.825042590843964),111,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,HOPE ST,COOKE ST,Front,1,Pyrus calleryana,6,No,Sidewalk Pit,1,-71.39564449,41.82504259
POINT (-71.4077215978313 41.8286128002593),41,,MEETING ST,MEETING ST,Meeting St,BENEFIT ST,CONGDON ST,Front,1,Fraxinus pennsylvanica,7.8,Yes,Sidewalk Pit,2,-71.4077216,41.8286128
POINT (-71.4030930331141 41.82975925816413),84,,CUSHING ST,CUSHING ST,Cushing St,DEAD END,BROWN ST,Front,3,Zelkova serrata,2.2,No,Sidewalk Pit,2,-71.40309303,41.82975926
POINT (-71.40505385787125 41.82459538343381),2,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BROWN ST,MAGEE ST,Front,2,Ulmus americana,26.8,No,Sidewalk Pit,2,-71.40505386,41.82459538
POINT (-71.39821684885685 41.824116077913594),75,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,HOPE ST,CHARLESFIELD ST,Front,3,Tilia cordata,11.2,No,Lawn Strip,1,-71.39821685,41.82411608
